City,Country,Latitude,Longitude,Year,Month,Temperature
Singapore,Singapore,1.35,103.82,1954,1,27.48
Singapore,Singapore,1.35,103.82,1954,2,27.58
Singapore,Singapore,1.35,103.82,1954,3,28.09
Singapore,Singapore,1.35,103.82,1954,4,28.45
Singapore,Singapore,1.35,103.82,1954,5,28.94
Singapore,Singapore,1.35,103.82,1954,6,28.68
Singapore,Singapore,1.35,103.82,1954,7,28.89
Singapore,Singapore,1.35,103.82,1954,8,29.55
Singapore,Singapore,1.35,103.82,1954,9,27.07
Singapore,Singapore,1.35,103.82,1954,10,26.73
Singapore,Singapore,1.35,103.82,1954,11,26.9
Singapore,Singapore,1.35,103.82,1954,12,26.01
Singapore,Singapore,1.35,103.82,1955,1,27.12
Singapore,Singapore,1.35,103.82,1955,2,28.61
Singapore,Singapore,1.35,103.82,1955,3,29.14
Singapore,Singapore,1.35,103.82,1955,4,29.23
Singapore,Singapore,1.35,103.82,1955,5,28.95
Singapore,Singapore,1.35,103.82,1955,6,27.71
Singapore,Singapore,1.35,103.82,1955,7,28.11
Singapore,Singapore,1.35,103.82,1955,8,28.14
Singapore,Singapore,1.35,103.82,1955,9,28.54
Singapore,Singapore,1.35,103.82,1955,10,27.59
Singapore,Singapore,1.35,103.82,1955,11,26.79
Singapore,Singapore,1.35,103.82,1955,12,26.06
Singapore,Singapore,1.35,103.82,1956,1,25.5
Singapore,Singapore,1.35,103.82,1956,2,27.33
Singapore,Singapore,1.35,103.82,1956,3,27.01
Singapore,Singapore,1.35,103.82,1956,4,29.34
Singapore,Singapore,1.35,103.82,1956,5,28.75
Singapore,Singapore,1.35,103.82,1956,6,28.73
Singapore,Singapore,1.35,103.82,1956,7,27.42
Singapore,Singapore,1.35,103.82,1956,8,25.85
Singapore,Singapore,1.35,103.82,1956,9,29.16
Singapore,Singapore,1.35,103.82,1956,10,27.41
Singapore,Singapore,1.35,103.82,1956,11,26.82
Singapore,Singapore,1.35,103.82,1956,12,26.09
Singapore,Singapore,1.35,103.82,1957,1,27.81
Singapore,Singapore,1.35,103.82,1957,2,28.23
Singapore,Singapore,1.35,103.82,1957,3,27.55
Singapore,Singapore,1.35,103.82,1957,4,28.85
Singapore,Singapore,1.35,103.82,1957,5,30.3
Singapore,Singapore,1.35,103.82,1957,6,29.07
Singapore,Singapore,1.35,103.82,1957,7,28.0
Singapore,Singapore,1.35,103.82,1957,8,27.47
Singapore,Singapore,1.35,103.82,1957,9,26.8
Singapore,Singapore,1.35,103.82,1957,10,28.01
Singapore,Singapore,1.35,103.82,1957,11,27.35
Singapore,Singapore,1.35,103.82,1957,12,27.9
Singapore,Singapore,1.35,103.82,1958,1,25.57
Singapore,Singapore,1.35,103.82,1958,2,27.36
Singapore,Singapore,1.35,103.82,1958,3,27.74
Singapore,Singapore,1.35,103.82,1958,4,29.14
Singapore,Singapore,1.35,103.82,1958,5,29.04
Singapore,Singapore,1.35,103.82,1958,6,29.06
Singapore,Singapore,1.35,103.82,1958,7,28.43
Singapore,Singapore,1.35,103.82,1958,8,27.51
Singapore,Singapore,1.35,103.82,1958,9,28.8
Singapore,Singapore,1.35,103.82,1958,10,28.45
Singapore,Singapore,1.35,103.82,1958,11,26.92
Singapore,Singapore,1.35,103.82,1958,12,28.26
Singapore,Singapore,1.35,103.82,1959,1,28.25
Singapore,Singapore,1.35,103.82,1959,2,28.82
Singapore,Singapore,1.35,103.82,1959,3,26.05
Singapore,Singapore,1.35,103.82,1959,4,30.27
Singapore,Singapore,1.35,103.82,1959,5,29.72
Singapore,Singapore,1.35,103.82,1959,6,30.57
Singapore,Singapore,1.35,103.82,1959,7,29.03
Singapore,Singapore,1.35,103.82,1959,8,29.27
Singapore,Singapore,1.35,103.82,1959,9,28.78
Singapore,Singapore,1.35,103.82,1959,10,29.11
Singapore,Singapore,1.35,103.82,1959,11,28.56
Singapore,Singapore,1.35,103.82,1959,12,27.31
Singapore,Singapore,1.35,103.82,1960,1,26.08
Singapore,Singapore,1.35,103.82,1960,2,27.96
Singapore,Singapore,1.35,103.82,1960,3,28.45
Singapore,Singapore,1.35,103.82,1960,4,29.23
Singapore,Singapore,1.35,103.82,1960,5,28.31
Singapore,Singapore,1.35,103.82,1960,6,28.04
Singapore,Singapore,1.35,103.82,1960,7,27.66
Singapore,Singapore,1.35,103.82,1960,8,28.75
Singapore,Singapore,1.35,103.82,1960,9,29.29
Singapore,Singapore,1.35,103.82,1960,10,28.82
Singapore,Singapore,1.35,103.82,1960,11,27.92
Singapore,Singapore,1.35,103.82,1960,12,27.12
Singapore,Singapore,1.35,103.82,1961,1,25.98
Singapore,Singapore,1.35,103.82,1961,2,27.88
Singapore,Singapore,1.35,103.82,1961,3,28.02
Singapore,Singapore,1.35,103.82,1961,4,28.85
Singapore,Singapore,1.35,103.82,1961,5,29.24
Singapore,Singapore,1.35,103.82,1961,6,29.51
Singapore,Singapore,1.35,103.82,1961,7,28.8
Singapore,Singapore,1.35,103.82,1961,8,28.0
Singapore,Singapore,1.35,103.82,1961,9,26.87
Singapore,Singapore,1.35,103.82,1961,10,27.86
Singapore,Singapore,1.35,103.82,1961,11,27.23
Singapore,Singapore,1.35,103.82,1961,12,28.05
Singapore,Singapore,1.35,103.82,1962,1,26.82
Singapore,Singapore,1.35,103.82,1962,2,28.57
Singapore,Singapore,1.35,103.82,1962,3,28.42
Singapore,Singapore,1.35,103.82,1962,4,29.25
Singapore,Singapore,1.35,103.82,1962,5,29.87
Singapore,Singapore,1.35,103.82,1962,6,28.75
Singapore,Singapore,1.35,103.82,1962,7,27.81
Singapore,Singapore,1.35,103.82,1962,8,28.21
Singapore,Singapore,1.35,103.82,1962,9,27.77
Singapore,Singapore,1.35,103.82,1962,10,28.57
Singapore,Singapore,1.35,103.82,1962,11,26.72
Singapore,Singapore,1.35,103.82,1962,12,27.37
Singapore,Singapore,1.35,103.82,1963,1,27.16
Singapore,Singapore,1.35,103.82,1963,2,28.38
Singapore,Singapore,1.35,103.82,1963,3,27.91
Singapore,Singapore,1.35,103.82,1963,4,29.0
Singapore,Singapore,1.35,103.82,1963,5,29.3
Singapore,Singapore,1.35,103.82,1963,6,29.38
Singapore,Singapore,1.35,103.82,1963,7,28.23
Singapore,Singapore,1.35,103.82,1963,8,29.43
Singapore,Singapore,1.35,103.82,1963,9,27.54
Singapore,Singapore,1.35,103.82,1963,10,28.19
Singapore,Singapore,1.35,103.82,1963,11,26.13
Singapore,Singapore,1.35,103.82,1963,12,27.49
Singapore,Singapore,1.35,103.82,1964,1,26.47
Singapore,Singapore,1.35,103.82,1964,2,28.06
Singapore,Singapore,1.35,103.82,1964,3,27.99
Singapore,Singapore,1.35,103.82,1964,4,29.45
Singapore,Singapore,1.35,103.82,1964,5,28.87
Singapore,Singapore,1.35,103.82,1964,6,28.84
Singapore,Singapore,1.35,103.82,1964,7,29.26
Singapore,Singapore,1.35,103.82,1964,8,28.45
Singapore,Singapore,1.35,103.82,1964,9,27.86
Singapore,Singapore,1.35,103.82,1964,10,28.08
Singapore,Singapore,1.35,103.82,1964,11,28.4
Singapore,Singapore,1.35,103.82,1964,12,27.09
Singapore,Singapore,1.35,103.82,1965,1,26.79
Singapore,Singapore,1.35,103.82,1965,2,27.79
Singapore,Singapore,1.35,103.82,1965,3,27.89
Singapore,Singapore,1.35,103.82,1965,4,28.85
Singapore,Singapore,1.35,103.82,1965,5,28.37
Singapore,Singapore,1.35,103.82,1965,6,28.48
Singapore,Singapore,1.35,103.82,1965,7,27.69
Singapore,Singapore,1.35,103.82,1965,8,28.68
Singapore,Singapore,1.35,103.82,1965,9,28.0
Singapore,Singapore,1.35,103.82,1965,10,28.12
Singapore,Singapore,1.35,103.82,1965,11,28.16
Singapore,Singapore,1.35,103.82,1965,12,28.18
Singapore,Singapore,1.35,103.82,1966,1,27.09
Singapore,Singapore,1.35,103.82,1966,2,27.85
Singapore,Singapore,1.35,103.82,1966,3,27.68
Singapore,Singapore,1.35,103.82,1966,4,29.77
Singapore,Singapore,1.35,103.82,1966,5,29.14
Singapore,Singapore,1.35,103.82,1966,6,29.02
Singapore,Singapore,1.35,103.82,1966,7,27.72
Singapore,Singapore,1.35,103.82,1966,8,27.75
Singapore,Singapore,1.35,103.82,1966,9,28.51
Singapore,Singapore,1.35,103.82,1966,10,27.37
Singapore,Singapore,1.35,103.82,1966,11,27.98
Singapore,Singapore,1.35,103.82,1966,12,26.91
Singapore,Singapore,1.35,103.82,1967,1,27.2
Singapore,Singapore,1.35,103.82,1967,2,27.37
Singapore,Singapore,1.35,103.82,1967,3,28.3
Singapore,Singapore,1.35,103.82,1967,4,29.08
Singapore,Singapore,1.35,103.82,1967,5,29.27
Singapore,Singapore,1.35,103.82,1967,6,30.34
Singapore,Singapore,1.35,103.82,1967,7,28.43
Singapore,Singapore,1.35,103.82,1967,8,27.75
Singapore,Singapore,1.35,103.82,1967,9,27.81
Singapore,Singapore,1.35,103.82,1967,10,28.72
Singapore,Singapore,1.35,103.82,1967,11,28.22
Singapore,Singapore,1.35,103.82,1967,12,27.5
Singapore,Singapore,1.35,103.82,1968,1,27.81
Singapore,Singapore,1.35,103.82,1968,2,28.75
Singapore,Singapore,1.35,103.82,1968,3,29.32
Singapore,Singapore,1.35,103.82,1968,4,27.96
Singapore,Singapore,1.35,103.82,1968,5,29.79
Singapore,Singapore,1.35,103.82,1968,6,30.01
Singapore,Singapore,1.35,103.82,1968,7,27.39
Singapore,Singapore,1.35,103.82,1968,8,27.7
Singapore,Singapore,1.35,103.82,1968,9,27.73
Singapore,Singapore,1.35,103.82,1968,10,27.81
Singapore,Singapore,1.35,103.82,1968,11,26.99
Singapore,Singapore,1.35,103.82,1968,12,27.49
Singapore,Singapore,1.35,103.82,1969,1,27.95
Singapore,Singapore,1.35,103.82,1969,2,29.1
Singapore,Singapore,1.35,103.82,1969,3,27.76
Singapore,Singapore,1.35,103.82,1969,4,28.75
Singapore,Singapore,1.35,103.82,1969,5,30.26
Singapore,Singapore,1.35,103.82,1969,6,29.79
Singapore,Singapore,1.35,103.82,1969,7,28.4
Singapore,Singapore,1.35,103.82,1969,8,28.67
Singapore,Singapore,1.35,103.82,1969,9,28.32
Singapore,Singapore,1.35,103.82,1969,10,28.71
Singapore,Singapore,1.35,103.82,1969,11,27.11
Singapore,Singapore,1.35,103.82,1969,12,27.53
Singapore,Singapore,1.35,103.82,1970,1,26.3
Singapore,Singapore,1.35,103.82,1970,2,27.88
Singapore,Singapore,1.35,103.82,1970,3,27.89
Singapore,Singapore,1.35,103.82,1970,4,29.1
Singapore,Singapore,1.35,103.82,1970,5,28.71
Singapore,Singapore,1.35,103.82,1970,6,28.99
Singapore,Singapore,1.35,103.82,1970,7,27.3
Singapore,Singapore,1.35,103.82,1970,8,28.74
Singapore,Singapore,1.35,103.82,1970,9,28.3
Singapore,Singapore,1.35,103.82,1970,10,27.17
Singapore,Singapore,1.35,103.82,1970,11,26.78
Singapore,Singapore,1.35,103.82,1970,12,27.6
Singapore,Singapore,1.35,103.82,1971,1,27.0
Singapore,Singapore,1.35,103.82,1971,2,27.89
Singapore,Singapore,1.35,103.82,1971,3,28.33
Singapore,Singapore,1.35,103.82,1971,4,29.62
Singapore,Singapore,1.35,103.82,1971,5,28.37
Singapore,Singapore,1.35,103.82,1971,6,29.76
Singapore,Singapore,1.35,103.82,1971,7,27.82
Singapore,Singapore,1.35,103.82,1971,8,28.37
Singapore,Singapore,1.35,103.82,1971,9,28.35
Singapore,Singapore,1.35,103.82,1971,10,28.01
Singapore,Singapore,1.35,103.82,1971,11,26.66
Singapore,Singapore,1.35,103.82,1971,12,27.18
Singapore,Singapore,1.35,103.82,1972,1,28.53
Singapore,Singapore,1.35,103.82,1972,2,27.44
Singapore,Singapore,1.35,103.82,1972,3,29.58
Singapore,Singapore,1.35,103.82,1972,4,29.21
Singapore,Singapore,1.35,103.82,1972,5,29.42
Singapore,Singapore,1.35,103.82,1972,6,28.64
Singapore,Singapore,1.35,103.82,1972,7,27.86
Singapore,Singapore,1.35,103.82,1972,8,28.04
Singapore,Singapore,1.35,103.82,1972,9,27.66
Singapore,Singapore,1.35,103.82,1972,10,28.25
Singapore,Singapore,1.35,103.82,1972,11,27.11
Singapore,Singapore,1.35,103.82,1972,12,28.69
Singapore,Singapore,1.35,103.82,1973,1,26.6
Singapore,Singapore,1.35,103.82,1973,2,28.49
Singapore,Singapore,1.35,103.82,1973,3,28.59
Singapore,Singapore,1.35,103.82,1973,4,28.66
Singapore,Singapore,1.35,103.82,1973,5,29.89
Singapore,Singapore,1.35,103.82,1973,6,29.14
Singapore,Singapore,1.35,103.82,1973,7,26.67
Singapore,Singapore,1.35,103.82,1973,8,28.88
Singapore,Singapore,1.35,103.82,1973,9,27.63
Singapore,Singapore,1.35,103.82,1973,10,27.68
Singapore,Singapore,1.35,103.82,1973,11,27.9
Singapore,Singapore,1.35,103.82,1973,12,27.17
Singapore,Singapore,1.35,103.82,1974,1,28.07
Singapore,Singapore,1.35,103.82,1974,2,29.28
Singapore,Singapore,1.35,103.82,1974,3,27.98
Singapore,Singapore,1.35,103.82,1974,4,29.99
Singapore,Singapore,1.35,103.82,1974,5,28.9
Singapore,Singapore,1.35,103.82,1974,6,31.0
Singapore,Singapore,1.35,103.82,1974,7,27.95
Singapore,Singapore,1.35,103.82,1974,8,29.15
Singapore,Singapore,1.35,103.82,1974,9,29.02
Singapore,Singapore,1.35,103.82,1974,10,28.65
Singapore,Singapore,1.35,103.82,1974,11,26.96
Singapore,Singapore,1.35,103.82,1974,12,27.33
Singapore,Singapore,1.35,103.82,1975,1,25.94
Singapore,Singapore,1.35,103.82,1975,2,28.61
Singapore,Singapore,1.35,103.82,1975,3,28.69
Singapore,Singapore,1.35,103.82,1975,4,29.54
Singapore,Singapore,1.35,103.82,1975,5,27.37
Singapore,Singapore,1.35,103.82,1975,6,28.56
Singapore,Singapore,1.35,103.82,1975,7,27.93
Singapore,Singapore,1.35,103.82,1975,8,28.65
Singapore,Singapore,1.35,103.82,1975,9,28.65
Singapore,Singapore,1.35,103.82,1975,10,28.33
Singapore,Singapore,1.35,103.82,1975,11,27.89
Singapore,Singapore,1.35,103.82,1975,12,26.73
Singapore,Singapore,1.35,103.82,1976,1,27.9
Singapore,Singapore,1.35,103.82,1976,2,28.8
Singapore,Singapore,1.35,103.82,1976,3,28.73
Singapore,Singapore,1.35,103.82,1976,4,29.34
Singapore,Singapore,1.35,103.82,1976,5,30.75
Singapore,Singapore,1.35,103.82,1976,6,29.81
Singapore,Singapore,1.35,103.82,1976,7,27.79
Singapore,Singapore,1.35,103.82,1976,8,28.64
Singapore,Singapore,1.35,103.82,1976,9,28.99
Singapore,Singapore,1.35,103.82,1976,10,28.06
Singapore,Singapore,1.35,103.82,1976,11,28.23
Singapore,Singapore,1.35,103.82,1976,12,27.74
Singapore,Singapore,1.35,103.82,1977,1,25.85
Singapore,Singapore,1.35,103.82,1977,2,28.7
Singapore,Singapore,1.35,103.82,1977,3,28.2
Singapore,Singapore,1.35,103.82,1977,4,29.86
Singapore,Singapore,1.35,103.82,1977,5,30.15
Singapore,Singapore,1.35,103.82,1977,6,29.62
Singapore,Singapore,1.35,103.82,1977,7,29.65
Singapore,Singapore,1.35,103.82,1977,8,28.36
Singapore,Singapore,1.35,103.82,1977,9,28.92
Singapore,Singapore,1.35,103.82,1977,10,29.05
Singapore,Singapore,1.35,103.82,1977,11,27.42
Singapore,Singapore,1.35,103.82,1977,12,28.03
Singapore,Singapore,1.35,103.82,1978,1,27.09
Singapore,Singapore,1.35,103.82,1978,2,28.21
Singapore,Singapore,1.35,103.82,1978,3,27.59
Singapore,Singapore,1.35,103.82,1978,4,29.67
Singapore,Singapore,1.35,103.82,1978,5,29.73
Singapore,Singapore,1.35,103.82,1978,6,30.33
Singapore,Singapore,1.35,103.82,1978,7,29.06
Singapore,Singapore,1.35,103.82,1978,8,28.3
Singapore,Singapore,1.35,103.82,1978,9,27.68
Singapore,Singapore,1.35,103.82,1978,10,28.81
Singapore,Singapore,1.35,103.82,1978,11,28.28
Singapore,Singapore,1.35,103.82,1978,12,28.03
Singapore,Singapore,1.35,103.82,1979,1,28.28
Singapore,Singapore,1.35,103.82,1979,2,28.37
Singapore,Singapore,1.35,103.82,1979,3,28.2
Singapore,Singapore,1.35,103.82,1979,4,29.01
Singapore,Singapore,1.35,103.82,1979,5,29.48
Singapore,Singapore,1.35,103.82,1979,6,29.47
Singapore,Singapore,1.35,103.82,1979,7,28.67
Singapore,Singapore,1.35,103.82,1979,8,28.43
Singapore,Singapore,1.35,103.82,1979,9,28.43
Singapore,Singapore,1.35,103.82,1979,10,27.98
Singapore,Singapore,1.35,103.82,1979,11,28.18
Singapore,Singapore,1.35,103.82,1979,12,27.58
Singapore,Singapore,1.35,103.82,1980,1,27.42
Singapore,Singapore,1.35,103.82,1980,2,28.02
Singapore,Singapore,1.35,103.82,1980,3,27.61
Singapore,Singapore,1.35,103.82,1980,4,30.46
Singapore,Singapore,1.35,103.82,1980,5,29.93
Singapore,Singapore,1.35,103.82,1980,6,28.4
Singapore,Singapore,1.35,103.82,1980,7,29.07
Singapore,Singapore,1.35,103.82,1980,8,29.19
Singapore,Singapore,1.35,103.82,1980,9,28.63
Singapore,Singapore,1.35,103.82,1980,10,29.66
Singapore,Singapore,1.35,103.82,1980,11,27.69
Singapore,Singapore,1.35,103.82,1980,12,26.55
Singapore,Singapore,1.35,103.82,1981,1,27.81
Singapore,Singapore,1.35,103.82,1981,2,28.73
Singapore,Singapore,1.35,103.82,1981,3,28.14
Singapore,Singapore,1.35,103.82,1981,4,29.96
Singapore,Singapore,1.35,103.82,1981,5,28.39
Singapore,Singapore,1.35,103.82,1981,6,30.25
Singapore,Singapore,1.35,103.82,1981,7,27.94
Singapore,Singapore,1.35,103.82,1981,8,27.87
Singapore,Singapore,1.35,103.82,1981,9,28.48
Singapore,Singapore,1.35,103.82,1981,10,28.86
Singapore,Singapore,1.35,103.82,1981,11,27.67
Singapore,Singapore,1.35,103.82,1981,12,27.04
Singapore,Singapore,1.35,103.82,1982,1,27.22
Singapore,Singapore,1.35,103.82,1982,2,27.78
Singapore,Singapore,1.35,103.82,1982,3,28.42
Singapore,Singapore,1.35,103.82,1982,4,30.33
Singapore,Singapore,1.35,103.82,1982,5,29.57
Singapore,Singapore,1.35,103.82,1982,6,30.18
Singapore,Singapore,1.35,103.82,1982,7,29.59
Singapore,Singapore,1.35,103.82,1982,8,28.16
Singapore,Singapore,1.35,103.82,1982,9,28.45
Singapore,Singapore,1.35,103.82,1982,10,30.1
Singapore,Singapore,1.35,103.82,1982,11,28.59
Singapore,Singapore,1.35,103.82,1982,12,26.41
Singapore,Singapore,1.35,103.82,1983,1,27.87
Singapore,Singapore,1.35,103.82,1983,2,28.59
Singapore,Singapore,1.35,103.82,1983,3,29.17
Singapore,Singapore,1.35,103.82,1983,4,29.07
Singapore,Singapore,1.35,103.82,1983,5,29.01
Singapore,Singapore,1.35,103.82,1983,6,29.12
Singapore,Singapore,1.35,103.82,1983,7,28.19
Singapore,Singapore,1.35,103.82,1983,8,29.16
Singapore,Singapore,1.35,103.82,1983,9,27.77
Singapore,Singapore,1.35,103.82,1983,10,28.16
Singapore,Singapore,1.35,103.82,1983,11,26.34
Singapore,Singapore,1.35,103.82,1983,12,28.3
Singapore,Singapore,1.35,103.82,1984,1,28.5
Singapore,Singapore,1.35,103.82,1984,2,28.38
Singapore,Singapore,1.35,103.82,1984,3,28.4
Singapore,Singapore,1.35,103.82,1984,4,29.93
Singapore,Singapore,1.35,103.82,1984,5,30.64
Singapore,Singapore,1.35,103.82,1984,6,29.9
Singapore,Singapore,1.35,103.82,1984,7,28.12
Singapore,Singapore,1.35,103.82,1984,8,27.48
Singapore,Singapore,1.35,103.82,1984,9,27.83
Singapore,Singapore,1.35,103.82,1984,10,28.66
Singapore,Singapore,1.35,103.82,1984,11,27.15
Singapore,Singapore,1.35,103.82,1984,12,27.75
Singapore,Singapore,1.35,103.82,1985,1,27.24
Singapore,Singapore,1.35,103.82,1985,2,27.89
Singapore,Singapore,1.35,103.82,1985,3,27.81
Singapore,Singapore,1.35,103.82,1985,4,30.72
Singapore,Singapore,1.35,103.82,1985,5,30.25
Singapore,Singapore,1.35,103.82,1985,6,30.84
Singapore,Singapore,1.35,103.82,1985,7,29.01
Singapore,Singapore,1.35,103.82,1985,8,28.33
Singapore,Singapore,1.35,103.82,1985,9,29.56
Singapore,Singapore,1.35,103.82,1985,10,28.61
Singapore,Singapore,1.35,103.82,1985,11,27.78
Singapore,Singapore,1.35,103.82,1985,12,27.6
Singapore,Singapore,1.35,103.82,1986,1,25.59
Singapore,Singapore,1.35,103.82,1986,2,29.77
Singapore,Singapore,1.35,103.82,1986,3,28.99
Singapore,Singapore,1.35,103.82,1986,4,29.88
Singapore,Singapore,1.35,103.82,1986,5,29.6
Singapore,Singapore,1.35,103.82,1986,6,29.76
Singapore,Singapore,1.35,103.82,1986,7,28.23
Singapore,Singapore,1.35,103.82,1986,8,29.08
Singapore,Singapore,1.35,103.82,1986,9,27.73
Singapore,Singapore,1.35,103.82,1986,10,28.78
Singapore,Singapore,1.35,103.82,1986,11,28.04
Singapore,Singapore,1.35,103.82,1986,12,27.51
Singapore,Singapore,1.35,103.82,1987,1,27.93
Singapore,Singapore,1.35,103.82,1987,2,27.97
Singapore,Singapore,1.35,103.82,1987,3,27.99
Singapore,Singapore,1.35,103.82,1987,4,29.83
Singapore,Singapore,1.35,103.82,1987,5,30.14
Singapore,Singapore,1.35,103.82,1987,6,28.35
Singapore,Singapore,1.35,103.82,1987,7,29.03
Singapore,Singapore,1.35,103.82,1987,8,28.29
Singapore,Singapore,1.35,103.82,1987,9,28.53
Singapore,Singapore,1.35,103.82,1987,10,27.73
Singapore,Singapore,1.35,103.82,1987,11,27.07
Singapore,Singapore,1.35,103.82,1987,12,28.34
Singapore,Singapore,1.35,103.82,1988,1,27.71
Singapore,Singapore,1.35,103.82,1988,2,28.42
Singapore,Singapore,1.35,103.82,1988,3,28.6
Singapore,Singapore,1.35,103.82,1988,4,30.03
Singapore,Singapore,1.35,103.82,1988,5,29.99
Singapore,Singapore,1.35,103.82,1988,6,29.63
Singapore,Singapore,1.35,103.82,1988,7,29.45
Singapore,Singapore,1.35,103.82,1988,8,29.36
Singapore,Singapore,1.35,103.82,1988,9,28.97
Singapore,Singapore,1.35,103.82,1988,10,28.72
Singapore,Singapore,1.35,103.82,1988,11,28.14
Singapore,Singapore,1.35,103.82,1988,12,27.9
Singapore,Singapore,1.35,103.82,1989,1,28.44
Singapore,Singapore,1.35,103.82,1989,2,29.33
Singapore,Singapore,1.35,103.82,1989,3,27.99
Singapore,Singapore,1.35,103.82,1989,4,28.94
Singapore,Singapore,1.35,103.82,1989,5,29.21
Singapore,Singapore,1.35,103.82,1989,6,30.39
Singapore,Singapore,1.35,103.82,1989,7,27.6
Singapore,Singapore,1.35,103.82,1989,8,28.98
Singapore,Singapore,1.35,103.82,1989,9,28.96
Singapore,Singapore,1.35,103.82,1989,10,29.52
Singapore,Singapore,1.35,103.82,1989,11,27.83
Singapore,Singapore,1.35,103.82,1989,12,26.76
Singapore,Singapore,1.35,103.82,1990,1,27.05
Singapore,Singapore,1.35,103.82,1990,2,27.89
Singapore,Singapore,1.35,103.82,1990,3,28.34
Singapore,Singapore,1.35,103.82,1990,4,29.59
Singapore,Singapore,1.35,103.82,1990,5,28.9
Singapore,Singapore,1.35,103.82,1990,6,30.75
Singapore,Singapore,1.35,103.82,1990,7,27.79
Singapore,Singapore,1.35,103.82,1990,8,29.66
Singapore,Singapore,1.35,103.82,1990,9,29.55
Singapore,Singapore,1.35,103.82,1990,10,29.35
Singapore,Singapore,1.35,103.82,1990,11,27.23
Singapore,Singapore,1.35,103.82,1990,12,27.96
Singapore,Singapore,1.35,103.82,1991,1,26.84
Singapore,Singapore,1.35,103.82,1991,2,29.38
Singapore,Singapore,1.35,103.82,1991,3,28.69
Singapore,Singapore,1.35,103.82,1991,4,29.45
Singapore,Singapore,1.35,103.82,1991,5,28.88
Singapore,Singapore,1.35,103.82,1991,6,28.0
Singapore,Singapore,1.35,103.82,1991,7,28.01
Singapore,Singapore,1.35,103.82,1991,8,29.52
Singapore,Singapore,1.35,103.82,1991,9,28.46
Singapore,Singapore,1.35,103.82,1991,10,28.62
Singapore,Singapore,1.35,103.82,1991,11,28.2
Singapore,Singapore,1.35,103.82,1991,12,29.0
Singapore,Singapore,1.35,103.82,1992,1,28.68
Singapore,Singapore,1.35,103.82,1992,2,28.08
Singapore,Singapore,1.35,103.82,1992,3,27.4
Singapore,Singapore,1.35,103.82,1992,4,31.41
Singapore,Singapore,1.35,103.82,1992,5,31.34
Singapore,Singapore,1.35,103.82,1992,6,29.89
Singapore,Singapore,1.35,103.82,1992,7,27.87
Singapore,Singapore,1.35,103.82,1992,8,29.43
Singapore,Singapore,1.35,103.82,1992,9,28.68
Singapore,Singapore,1.35,103.82,1992,10,28.68
Singapore,Singapore,1.35,103.82,1992,11,28.38
Singapore,Singapore,1.35,103.82,1992,12,27.99
Singapore,Singapore,1.35,103.82,1993,1,26.94
Singapore,Singapore,1.35,103.82,1993,2,28.55
Singapore,Singapore,1.35,103.82,1993,3,29.24
Singapore,Singapore,1.35,103.82,1993,4,30.13
Singapore,Singapore,1.35,103.82,1993,5,29.96
Singapore,Singapore,1.35,103.82,1993,6,30.43
Singapore,Singapore,1.35,103.82,1993,7,28.52
Singapore,Singapore,1.35,103.82,1993,8,28.9
Singapore,Singapore,1.35,103.82,1993,9,26.41
Singapore,Singapore,1.35,103.82,1993,10,28.46
Singapore,Singapore,1.35,103.82,1993,11,28.31
Singapore,Singapore,1.35,103.82,1993,12,27.5
Singapore,Singapore,1.35,103.82,1994,1,27.47
Singapore,Singapore,1.35,103.82,1994,2,28.06
Singapore,Singapore,1.35,103.82,1994,3,29.49
Singapore,Singapore,1.35,103.82,1994,4,30.18
Singapore,Singapore,1.35,103.82,1994,5,30.37
Singapore,Singapore,1.35,103.82,1994,6,28.58
Singapore,Singapore,1.35,103.82,1994,7,28.68
Singapore,Singapore,1.35,103.82,1994,8,28.6
Singapore,Singapore,1.35,103.82,1994,9,28.6
Singapore,Singapore,1.35,103.82,1994,10,28.36
Singapore,Singapore,1.35,103.82,1994,11,27.55
Singapore,Singapore,1.35,103.82,1994,12,28.39
Singapore,Singapore,1.35,103.82,1995,1,26.47
Singapore,Singapore,1.35,103.82,1995,2,30.05
Singapore,Singapore,1.35,103.82,1995,3,29.15
Singapore,Singapore,1.35,103.82,1995,4,29.78
Singapore,Singapore,1.35,103.82,1995,5,30.44
Singapore,Singapore,1.35,103.82,1995,6,28.79
Singapore,Singapore,1.35,103.82,1995,7,28.34
Singapore,Singapore,1.35,103.82,1995,8,28.73
Singapore,Singapore,1.35,103.82,1995,9,29.77
Singapore,Singapore,1.35,103.82,1995,10,28.78
Singapore,Singapore,1.35,103.82,1995,11,28.13
Singapore,Singapore,1.35,103.82,1995,12,27.4
Singapore,Singapore,1.35,103.82,1996,1,28.17
Singapore,Singapore,1.35,103.82,1996,2,30.0
Singapore,Singapore,1.35,103.82,1996,3,29.52
Singapore,Singapore,1.35,103.82,1996,4,29.77
Singapore,Singapore,1.35,103.82,1996,5,30.3
Singapore,Singapore,1.35,103.82,1996,6,30.23
Singapore,Singapore,1.35,103.82,1996,7,29.18
Singapore,Singapore,1.35,103.82,1996,8,29.61
Singapore,Singapore,1.35,103.82,1996,9,29.6
Singapore,Singapore,1.35,103.82,1996,10,28.74
Singapore,Singapore,1.35,103.82,1996,11,28.28
Singapore,Singapore,1.35,103.82,1996,12,27.56
Singapore,Singapore,1.35,103.82,1997,1,27.2
